date,ticker,adj_close,close,high,low,open,volume,company,daily_return,next_day_return,log_volume
2023-12-07,META,323.74700927734375,326.5899963378906,328.239990234375,317.7699890136719,317.7699890136719,15905100,Meta,0.028792000193179623,0.018861687119681392,16.582150370476644
2023-12-08,META,329.8534240722656,332.75,333.1700134277344,323.0,323.0899963378906,14087400,Meta,0.018861687119681392,-0.022449454080102793,16.460791338813404
2023-12-11,META,322.4483947753906,325.2799987792969,329.8900146484375,320.0,329.3999938964844,25802500,Meta,-0.022449454080102793,0.027483939269669966,17.065981944422226
2023-12-12,META,331.310546875,334.2200012207031,334.4700012207031,324.55999755859375,324.6000061035156,18485500,Meta,0.027483939269669966,0.0015559508580389458,16.73249719894567
2023-12-13,META,331.8260498046875,334.739990234375,338.3699951171875,332.6400146484375,333.92999267578125,16353300,Meta,0.0015559508580389458,-0.004690306766792274,16.609940269804007
2023-12-14,META,330.2696838378906,333.1700134277344,334.70001220703125,328.6400146484375,333.8500061035156,19607300,Meta,-0.004690306766792274,0.005252591483289493,16.791412503838433
2023-12-15,META,332.00445556640625,334.9200134277344,338.6600036621094,331.2200012207031,331.989990234375,31776900,Meta,0.005252591483289493,0.02896226368267585,17.27425016868878
2023-12-18,META,341.62005615234375,344.6199951171875,347.55999755859375,337.0199890136719,337.4800109863281,18993900,Meta,0.02896226368267585,0.016655759238305867,16.759628432950706
2023-12-19,META,347.30999755859375,350.3599853515625,353.6000061035156,345.1199951171875,345.5799865722656,17729400,Meta,0.016655759238305867,-0.0030824239099088713,16.690734836530225
2023-12-20,META,346.23944091796875,349.2799987792969,354.9599914550781,347.7900085449219,348.6499938964844,16369900,Meta,-0.0030824239099088713,0.013771096993417942,16.610954840593166
2023-12-21,META,351.0075378417969,354.0899963378906,356.4100036621094,349.2099914550781,352.9800109863281,15289600,Meta,0.013771096993417942,-0.0019765576128637496,16.542683416673572
2023-12-22,META,350.3137512207031,353.3900146484375,357.20001220703125,351.2200012207031,355.5799865722656,11772800,Meta,-0.0019765576128637496,0.004074629319193779,16.28130234389259
2023-12-26,META,351.74114990234375,354.8299865722656,356.9800109863281,353.45001220703125,354.989990234375,9898600,Meta,0.004074629319193779,0.008454818185272828,16.10790389096348
2023-12-27,META,354.7150573730469,357.8299865722656,359.0,355.30999755859375,356.07000732421875,13207900,Meta,0.008454818185272828,0.0013692321365106341,16.39632569338445
2023-12-28,META,355.20074462890625,358.32000732421875,361.8999938964844,357.80999755859375,359.70001220703125,11798800,Meta,0.0013692321365106341,-0.012167827769872464,16.28350838934936
2023-12-29,META,350.87872314453125,353.9599914550781,360.0,351.82000732421875,358.989990234375,14987100,Meta,-0.012167827769872464,-0.021669055282348637,16.52270038905433
2024-01-02,META,343.2755126953125,346.2900085449219,353.1600036621094,340.010009765625,351.32000732421875,19042200,Meta,-0.021669055282348637,-0.005255656511669371,16.762168126871032
2024-01-03,META,341.47137451171875,344.4700012207031,347.95001220703125,343.17999267578125,344.9800109863281,15451100,Meta,-0.005255656511669371,0.007692861791416705,16.553190756184616
2024-01-04,META,344.0982666015625,347.1199951171875,348.1499938964844,343.3999938964844,344.5,12099900,Meta,0.007692861791416705,0.013914524808494866,16.30870774607001
2024-01-05,META,348.88623046875,351.95001220703125,353.5,346.260009765625,346.989990234375,13920700,Meta,0.013914524808494866,0.01906527328174623,16.448887498962502
2024-01-08,META,355.537841796875,358.6600036621094,358.9800109863281,352.04998779296875,354.70001220703125,13890200,Meta,0.01906527328174623,-0.0034294501824164714,16.446694113474955
2024-01-09,META,354.31854248046875,357.42999267578125,360.6400146484375,355.3599853515625,356.3999938964844,13463900,Meta,-0.0034294501824164714,0.036482660669697964,16.41552258761189
2024-01-10,META,367.2450256347656,370.4700012207031,372.94000244140625,359.0799865722656,360.1700134277344,22117200,Meta,0.036482660669697964,-0.0021594023875082247,16.911866144327714
2024-01-11,META,366.4519958496094,369.6700134277344,372.7799987792969,362.92999267578125,372.1300048828125,17205400,Meta,-0.0021594023875082247,0.013038584018736366,16.66073384599897
