variable,coefficient,std_error,t_stat,p_value
neg_earnings,-0.0036573667691593096,0.001680149165622959,-2.1768107522782034,0.029494690473225213
neg_growth,0.002657410035761963,0.0015555689318526532,1.7083203330610608,0.08757692048717651
neg_regulation,-0.0011979554076456864,0.0010444773640409931,-1.1469424315821455,0.25140541439455466
neg_competition,-0.00228665017186694,0.0015881421044868624,-1.4398271825969688,0.14991629864030623
neg_macro,-0.0017272557225564158,0.0016984258546068136,-1.0169744636608091,0.3091655775952321
