category,firm_days_with_category,avg_daily_return_percent,avg_next_day_return_percent,avg_log_volume
neg_earnings,372,-0.2140867466794974,-0.01003964718152691,17.718887864233285
neg_growth,289,0.1106640489294162,-0.12135459949759414,17.71430977859391
neg_regulation,307,0.1547946905044003,0.10509614270347312,17.27186033826211
neg_competition,196,-0.43288569949373856,-0.02418825113948466,17.693262229144924
neg_macro,201,-0.05788109007873404,0.260368990458852,17.729730849536452
neg_other,201,0.006252151789528216,0.1279879488004104,17.711675683095965
