variable,coefficient,std_error,t_stat,p_value
neg_earnings,-0.000700189140544103,0.0011439870613818254,-0.6120603669226314,0.5404978183152902
neg_growth,-0.003137531036499421,0.0011675955913031126,-2.6871727333243287,0.007205967762559476
neg_regulation,0.0011169247262217672,0.0009396873386565164,1.1886131485166647,0.23459193140462586
neg_competition,-0.001097070237165405,0.0014529666563228582,-0.7550553430743212,0.4502157763460841
neg_macro,0.0012313325676861916,0.0018088577722630006,0.6807238172991972,0.4960462628711628
