variable,coefficient,std_error,t_stat,p_value
neg_earnings,0.028445803514060897,0.021319725804327415,1.3342480937670902,0.18212256255365789
neg_growth,-0.0099418719403922,0.02245549398090785,-0.442736728430245,0.6579561730588952
neg_regulation,-0.023380340277758815,0.018513280994269892,-1.2628955550880119,0.20662671757070827
neg_competition,0.03734122177882948,0.02574629587458079,1.4503531677229078,0.14696005968241446
neg_macro,-0.021447995736125602,0.0261802040260177,-0.8192447894909732,0.41264676537111866
